tracknum,asymmetry,moment,motion,mssSlope,normDiffCoeff,genDiffCoeff,scalingPower
77,0.0,nan,nan,nan,nan,nan,nan
78,1,2,2,0.4923393382225637,1.2265363313194309,1.30386831334,0.92739301071
79,0.0,nan,nan,nan,nan,nan,nan
80,0.0,nan,nan,nan,nan,nan,nan
80,0.0,2.0,nan,0.240939188167,0.827120789652,1.44575992478,0.416772237073
80,0.0,nan,nan,nan,nan,nan,nan
80,0.0,nan,nan,nan,nan,nan,nan
81,0.0,nan,nan,nan,nan,nan,nan
82,0.0,nan,nan,nan,nan,nan,nan
83,0.0,nan,nan,nan,nan,nan,nan
84,0.0,2.0,nan,0.545153450781,1.11587104919,0.898970383025,1.26606076373
84,0.0,nan,nan,nan,nan,nan,nan
85,0.0,2.0,nan,0.2949801462924995,0.9469521735369755,1.24882864335,0.697190694793
86,0.0,2.0,nan,0.444158606987095,1.0044456405624342,0.876328700004,1.0735174338
87,0.0,nan,nan,nan,nan,nan,nan
88,0.0,2.0,nan,0.3357129059420643,1.10660796028436,0.996321657312,1.03801038965
89,0.0,1.0,nan,0.22524338247195289,1.1338325878110993,1.65963044524,0.518449232035
90,0.0,nan,nan,nan,nan,nan,nan
91,0.0,2.0,nan,0.366840678411,0.788392395173,0.909418396148,0.870507215454
91,0.0,nan,nan,nan,nan,nan,nan
91,0.0,nan,nan,nan,nan,nan,nan
92,0.0,nan,nan,nan,nan,nan,nan
93,0.0,nan,nan,nan,nan,nan,nan
94,0.0,1.0,nan,0.247436376091,0.761202330933,1.0276302952,0.672129888636
94,0.0,1.0,nan,0.0651956919847,0.920287183676,1.81539833541,0.133652040534
95,0.0,2.0,nan,0.319874508271,1.08051724855,1.39176329479,0.662595391476
95,0.0,nan,nan,nan,nan,nan,nan
96,0.0,1.0,nan,0.13823911188327972,0.9607234468803675,1.91922452206,0.277293899711
97,0.0,1.0,nan,0.17291077227143917,0.6213288854874666,0.966280992591,0.563083137672
98,0.0,nan,nan,nan,nan,nan,nan
99,0.0,2.0,nan,0.408303153641,1.09450349436,1.38998731601,0.739086474537
99,0.0,2.0,nan,0.598248469448,0.806210534731,0.664624890895,1.21376982892
100,0.0,nan,nan,nan,nan,nan,nan
101,0.0,nan,nan,nan,nan,nan,nan
102,0.0,2.0,nan,0.4106346801127594,1.0791144615605386,1.50747638471,0.630303363756
103,0.0,nan,nan,nan,nan,nan,nan
104,0.0,nan,nan,nan,nan,nan,nan
105,0.0,nan,nan,nan,nan,nan,nan
106,0.0,1.0,nan,0.21693548537750945,0.8546790736549457,1.55256577777,0.321691573283
107,0.0,nan,nan,nan,nan,nan,nan
108,0.0,2.0,nan,0.3490585831548279,0.7311474291654944,0.981029542552,0.717475013832
109,0.0,nan,nan,nan,nan,nan,nan
110,0.0,2.0,nan,0.5838711167379099,0.442171570232232,0.414008008698,1.06873396334
111,0.0,2.0,nan,0.29555593465638524,0.5764560556642215,0.959689967758,0.474606826841
112,0.0,nan,nan,nan,nan,nan,nan
113,0.0,2.0,nan,0.4232902345346411,1.3045429963194328,1.66310496676,0.746387518631
114,0.0,2.0,nan,0.34460007498230877,1.117141439150403,1.23224671595,0.921659228168
115,0.0,1.0,nan,0.12681919530322922,0.4996700511705197,0.759460390745,0.562756231777
116,0.0,nan,nan,nan,nan,nan,nan
117,0.0,2.0,nan,0.3809748901366661,0.5957136263122784,0.80938709051,0.679877020683
118,0.0,nan,nan,nan,nan,nan,nan
119,0.0,nan,nan,nan,nan,nan,nan
119,0.0,2.0,nan,0.474732415238,0.941609146135,0.893968427898,1.07454172656
120,0.0,1.0,nan,0.24883693672932747,1.339172780747594,1.91644079537,0.611895578173
121,0.0,2.0,nan,0.409393039490453,0.8653984826380946,0.927197345413,0.927308269747
122,0.0,nan,nan,nan,nan,nan,nan
