tracknum,asymmetry,moment,motion,mssSlope,normDiffCoeff,genDiffCoeff,scalingPower
312,0.0,nan,nan,nan,nan,nan,nan
313,0.0,nan,nan,nan,nan,nan,nan
314,0.0,2.0,nan,0.21168661145863965,0.1208951053371942,0.175322010627,0.611799777212
315,0.0,1.0,nan,0.1749078184773669,0.05329814033029207,0.0823692151828,0.510313732608
316,0.0,nan,nan,nan,nan,nan,nan
317,0.0,2.0,nan,0.23463202237414968,0.4960244441442697,0.551033450636,0.890161368563
318,0.0,nan,nan,nan,nan,nan,nan
319,0.0,2.0,nan,0.2070051116655419,0.11417522187976596,0.194661864737,0.442787838943
320,0.0,nan,nan,nan,nan,nan,nan
321,1,3,3,0.7965448944386218,0.22624373553655402,0.180898151126,1.40147425595
322,0.0,nan,nan,nan,nan,nan,nan
323,0.0,nan,nan,nan,nan,nan,nan
324,0.0,1.0,nan,-0.07201910754970066,0.12585876276050673,0.243803532495,0.278452673285
325,0.0,nan,nan,nan,nan,nan,nan
325,0.0,nan,nan,nan,nan,nan,nan
325,0.0,2.0,nan,0.568901454416,0.384689339794,0.40775185296,0.90277887238
326,0.0,nan,nan,nan,nan,nan,nan
327,1.0,nan,nan,nan,nan,nan,nan
328,0.0,1.0,nan,-0.11301534135872748,0.0931858757390924,0.224650022089,0.0647488919904
329,0.0,nan,nan,nan,nan,nan,nan
330,0.0,1.0,nan,0.02384080981254139,0.025611431635724168,0.0602749625514,0.0935716947969
331,0.0,nan,nan,nan,nan,nan,nan
332,0.0,nan,nan,nan,nan,nan,nan
333,0.0,nan,nan,nan,nan,nan,nan
334,0.0,nan,nan,nan,nan,nan,nan
335,0.0,nan,nan,nan,nan,nan,nan
336,0.0,1.0,nan,0.11912844373535196,0.024295897789065244,0.0550592939663,0.130019958206
337,0.0,2.0,nan,0.40225526655115595,0.11346764197809595,0.12652799517,0.862366134989
338,0.0,1.0,nan,0.02354798355379562,0.04662611221277864,0.11301309349,0.081860982195
339,0.0,nan,nan,nan,nan,nan,nan
340,0.0,nan,nan,nan,nan,nan,nan
341,0.0,2.0,nan,0.33805796174588665,0.12583730439230506,0.190521845399,0.545008900327
342,0.0,1.0,nan,-0.1167781041801713,0.05535605449587441,0.119915004546,0.214758891836
343,0.0,1.0,nan,0.15652308642745338,0.1449159341565594,0.297581912009,0.277043133913
